City,Attack,Target
Santo Domingo,3,14
Santo Domingo,3,14
Pasco Dept,2,1
Gangarampur,2,19
Pulagahawella,1,8
Pulagahawella,1,8
Khalkis,3,2
Santiago,7,19
El Congo,7,1
El Congo,3,2
Ayacucho city,2,19
Ayacucho city,2,19
Ayacucho city,3,1
Ayacucho city,3,1
Ayacucho city,3,1
Ayacucho city,3,1
Lima,3,21
Lima,3,21
Lima,3,21
Lima,3,21
Lima,3,21
Lima,3,21
Ayacucho city,3,14
San Martin,2,4
Cauca Dept.,2,14
El Congo,2,4
Berlin,3,8
El Congo,3,16
Rawal Pindi,3,1
Santander,3,19
Santander,3,19
Santander,3,19
Cantabria (Province),3,19
Cantabria (Province),3,19
Cantabria (Province),3,19
Santo Domingo,3,14
Santo Domingo,3,14
Santo Domingo,3,14
Guatemala City,3,2
Lima,3,21
Lima,3,21
Lima,3,21
Lima,3,21
Lima,3,21
Lima,3,21
Quetzaltenango,3,4
San Mateo,2,3
Banate,1,14
Kufr Tult,1,14
Trincomalee,3,4
Lima,3,21
Silwad,3,4
Cota Bambas,2,4
Srinagar,2,18
Beirut,6,14
Torono district,9,2
Gothrai,1,1
Balarkalan,1,15
Taytay Town,1,3
Pacaycasa,1,14
London,7,1
Villafranca De Ordizia,3,1
Renteria,3,1
Fayoum,3,1
Ayacucho City,3,4
Bahirkhedi,1,22
Khan Younis,1,14
Medellin,3,13
Lima,3,14
Petah Tiqua,3,14
Eldoret,7,19
Soweto,1,2
Soweto,3,3
Petauke,5,14
Orcasita,2,1
Taytay Town,1,17
Belfast,1,14
Tudela,3,3
Chambimbal area,3,21
Sirnak,7,2
Belfast,3,2
Londonderry,3,4
Klippan,3,4
Huambo Province,2,14
Cosquin,1,2
Ayacucho,1,14
Junin,2,14
Azangaro,1,4
Beirut,1,15
Cuanza-Notre Prov,3,21
Cuanza-Notre Prov,3,21
Belfast,3,4
Barranquilla,3,1
Barranquilla,3,1
Port-au-Prince,3,2
near Moengo,3,19
Jerusalem,3,14
Homesh,2,19
San Salvador,1,2
Sunquin,2,14
Tananta Palo Blanco,2,3
Ayacucho,2,10
Ayacucho,2,10
Ayacucho,2,10
Upper Huallaga river Valley,2,3
Upper Huallaga river Valley,2,3
Munani,2,14
Cali,6,2
Lusaka,1,14
Manila,1,4
Maputo,3,19
Bogota,3,10
Unknown,3,21
Unknown,3,21
Unknown,3,21
Unknown,3,21
Huanta,3,1
Lima,3,1
Maputo,3,4
Lima,1,8
Albacete,3,2
Valencia,3,8
Santiago,2,3
La Putana,2,4
Nakodar,2,3
Amritsar District,2,3
Kedymandi,2,14
Patiala,1,8
gacia rovira,1,2
Arapa,1,2
Vienna,3,19
Tsavo West,2,1
Chiuta,2,14
Mocuba,2,14
Chimoio,2,19
Risaralda Dept,1,2
San Pedro De Huacarpana,1,14
Chupamarca,1,14
Thanchi Village,2,14
Chakania,2,22
Thanghi,6,14
Karachi,6,1
Cali,1,10
Atapallan,1,20
Macari,1,2
Macari,1,2
Salcedo,3,1
Salcedo,3,1
Salcedo,3,1
Huacaybamba,2,3
Macari,2,8
Vavuniya,2,22
Cali,6,10
Sammanthurai,1,14
Thon Buri,1,2
Islamabad,7,10
Panguna,3,21
Pattani Province,3,14
Bogota,3,1
San Salvador,3,21
San Salvador,3,21
San Salvador,3,21
San Salvador,3,16
San Salvador,3,16
San Salvador,3,16
Panguna,2,19
Bethlehem,2,3
Bethlehem,2,4
Hakkari prov,2,19
Hakkari Prov.,2,4
San Jose Guayabal,2,4
San Miguel de Mercedes,2,14
Santa Ana,3,4
Jutiapa,2,14
Santa Ana,3,19
Nueva Concepcion,2,4
San Francisco Javier,2,4
Nelspruit,1,3
Masapur,1,20
Cheherta,1,20
Amritsar,1,1
Tacachico,3,19
Santiago,2,3
Tingo Maria,2,3
Bachalor,2,3
Mehanwana,2,3
Batticaloa,2,4
Santander Dept.,6,10
La Paz,1,15
Hullaitivu,3,22
Bilbao,3,1
Bir Zeit,3,4
Bethlahem,2,3
Bilbao,3,3
Bilbao,3,3
Tingo Maria,2,3
Wakabasee,7,14
Oyeros,1,14
Thessaloniki,3,2
Athens,3,2
Cali,3,13
Hakkari prov.,2,4
Silopi,2,4
La Esmeralda,6,2
Sacramento,7,1
Ayacucho,3,14
Tripoli,3,1
Vubwe,2,14
Hakkari Prov.,2,4
Santiago,2,3
San Salvador,3,4
San Salvador,3,3
Prague,4,6
Unknown,7,1
Unknown,7,1
Unknown,7,1
Unknown,7,1
Unknown,7,1
Unknown,7,1
Unknown,7,1
Unknown,7,1
Unknown,7,1
Unknown,7,1
Unknown,7,1
Unknown,7,1
Unknown,7,1
Unknown,7,1
Unknown,7,1
Cesar Dept,3,21
Bucaramanga,3,1
Bucaramanga,3,10
Marjayoun,2,4
Island in the Forks,7,1
Milan,3,1
Milan,3,1
Rho,3,21
Cengio,3,21
Nablus,3,2
Yei,2,9
Metulla,3,14
Anilmis,3,14
Anilar,5,14
Nizip,2,1
Ayacucho,1,8
San Juan,2,14
Akarai Pattu,6,1
Kler Village,1,14
Amritsar City,1,14
Sao Paolo,1,4
Bogota,1,3
Buenos Aires,3,1
Buenos Aires,3,2
Buenos Aires,3,1
Buenos Aires,3,2
Buenos Aires,3,2
Buenos Aires,3,1
Norte de Santander Dept.,3,21
Panguna,2,8
Yaylipinar,2,3
Nyun Combe,2,14
Bronswg,2,14
Klaaskreek,2,14
Amritsar District,2,3
Kaler,2,14
Osan Air Force Base,9,4
Anilmis,6,14
Wenden,7,2
Medellin,3,14
Masindi Town,2,14
San Juan de Llanac,2,2
Guatemala City,6,1
Amritsar,1,1
Mohali,1,10
Colombo,1,22
Colombo,1,3
Andean Highlands,1,10
Athens,3,2
Donostia-San Sebastian,3,1
Beytussebab,2,3
Newry,2,4
Crossmaglen,2,4
Paramarid,2,9
Ratmalana,2,3
Laudium,1,2
Chittagong Hill Tracts District,3,1
dighinala,3,14
Colombo,3,7
Tanyongmas,3,19
Ra-nge District,3,19
Aija,2,14
Tierra Alta,1,13
Terra Alta,1,15
Pereira,1,1
Lima,1,3
Sidon,1,17
Saiburi District,3,1
Resistencia,3,2
Lima,3,4
Cairo,3,7
Cairo,3,7
Bogota,6,2
Chittagong Hill Tracts District,1,10
Jhenaidah District,1,2
Dubai,1,4
Randfontein,1,2
Athens,7,2
Athens,3,1
Mushawa Village,2,14
nueva esperanza,2,3
Samrawan,2,3
La Merced,1,2
Saiburi District,3,1
Tel Aviv,3,14
Al Khidr,2,19
Katakwe Village,2,14
Tripoli,2,4
Tripoli,2,4
San Critobal,2,4
Pucuruhuay,2,4
Yuraq Cancha,1,14
Beirut,1,7
Belfast,3,14
Punjab State,2,19
Punjab State,4,19
Manila,1,3
Bogota,1,13
Beruit,1,13
Athens,7,1
Lima,3,1
Lima,3,9
Lima,3,2
Lima,3,2
Laguna de Maramaca,2,4
Piscobamba,2,4
Athens,1,10
Ayacucho,1,2
Aucayacu,1,2
Nablus,1,14
Nablus,1,14
Panguna,7,9
Jinotega,2,21
Tissamaharama,2,3
Bogota,6,10
Cucuta,6,10
Cucuta,6,10
Athens,1,10
Santiago,1,4
San Salvador,1,2
Peshawar,3,1
Beirut,3,14
Balveren Village,2,4
Uludere,3,4
Castrovirreyna,2,14
Sudhpora,3,3
Kabul,3,1
Sardalli,7,8
Pervari,2,4
Colombo,1,3
Colombo,1,2
Bekaa Valley,1,17
New Delhi,3,19
Supe,1,2
Athens,3,2
Piraeus,3,2
Athens,3,2
Athens,3,2
Buenos Aires,3,2
Chittagong Hill Tracts District,1,14
Guayaquil,1,10
Quito,3,2
Sirnak,7,14
Medellin,6,10
Tingo Maria,1,2
Huaripampa,1,15
quito,3,2
Quito,2,3
Medellin,6,2
Duduza,3,3
Soweto,3,3
Diepkloof,1,3
Duduza,3,3
Tsakane,1,3
Tsakane,3,3
Soweto,3,3
KwaThema,3,3
Ratanda,3,3
Belfast,3,4
Pamplona,3,3
Barranquilla,3,1
"Junin Dept, Jauja Province",3,21
"Junin Dept, Jauja Province",3,21
"Junin Dept, Jauja Province",3,21
"Junin Dept, Jauja Province",3,21
"Junin Dept, Jauja Province",3,21
"Junin Dept, Jauja Province",3,21
"Junin Dept, Jauja Province",3,21
"Junin Dept, Jauja Province",3,21
"Junin Dept, Jauja Province",3,21
"Junin Dept, Jauja Province",3,21
"Junin Dept, Jauja Province",3,21
"Junin Dept, Jauja Province",3,21
"Junin Dept, Jauja Province",3,21
"Junin Dept, Jauja Province",3,21
"Junin Dept, Jauja Province",3,21
"Junin Dept, Jauja Province",3,21
Covenas,3,21
Huari Pampa,2,14
Apure State,6,14
Dehiwela,1,3
Colombo,1,1
ludhiana,3,2
ludhiana,3,19
Amritsar District,2,3
Kaduwela,2,4
Buruquin,1,1
Bayonne,3,2
Lima,3,2
Lima,3,13
Panguna,2,1
Gaza Strip,2,4
San Miguel Duenas,2,14
Alotenango,2,14
Negombo District,1,19
Puerto Callao,1,2
Lusaka,3,22
Lusaka,3,22
Lusaka,3,1
Osnabruck,3,4
Ambato,3,1
Bayamon,3,1
Bayamon,3,4
Lima,3,14
Furancungo,2,4
Tete,2,14
Razik,2,14
Delazi,2,14
Lisama,2,1
Serrania de Perija *,2,4
Aguaytia,2,4
Pothuhera,3,3
Brussels,1,7
Huancayo,1,8
Yarinacocha,1,2
Assam State,3,19
Caguas,3,1
Huncayo,6,8
Punjab State,1,4
Amritsar Area,1,1
Amritsar Area,1,15
Zaragoza,1,15
Tel Aviv,1,4
Nablus,1,14
Peshawar,3,14
Mirakut,2,3
Narathiwai Province,7,9
Beirut,6,2
Jerusalem,1,8
Springs,3,3
Lusaka,3,22
Vizcaya (Province),3,1
Medellin,3,21
Beirut,3,4
Beirut,3,4
Hakkari,2,3
El Refugio,2,4
San Miguel de Mercedes,2,4
San Antonio Los Ranchos,2,4
San Ignacio,2,4
La Palma,2,4
San Jose Guayabal,2,4
Joateca,2,4
Mainimukh,2,4
Bogota,6,1
Gaza,6,12
Manila,1,3
Panguna,3,19
Panguna,3,1
Yala,3,1
Sirnak,2,14
Yali,2,1
Torola,2,4
Andanarca,2,4
San Salvador,3,14
Lima,2,3
Belfast,1,14
Lima,1,3
La Union,3,1
La Union,3,1
Ramallah,2,10
Pampa Coris,2,4
Pacaysapa,2,3
Huarcanta,2,4
Moga,2,2
Rano,2,15
San Salvador,1,2
Nablus,1,14
bardeta,3,19
Shanghai,3,19
Londonderry,3,1
LLodio,3,3
Grocio Prado,3,3
Soroti,2,19
LLama Corral,2,16
North of Huancayo,2,3
Pueblo Nuevo,2,2
Chun,1,1
Strabane,1,3
runikhata,3,3
Bucaramanga,3,1
Ambar,2,14
Huacho,2,3
Nusaybin,1,10
ludhiana,3,19
ludhiana,3,19
Galle,3,2
Ramle,3,14
Ramla,3,19
Borma,3,6
Dargecit,2,4
Kusluca,2,3
Kabipur,2,3
Itsmina,6,2
Raipur Rian,1,14
Manila,1,3
Manila,1,14
Donostia-San Sebastian,1,1
Medellin,1,2
gosaigon subdivision,3,14
Coleraine,3,19
Obongi,2,1
Rhino Camp,2,1
Baliveren,2,3
Athens,2,1
Deva,3,3
Amritsar District,4,19
Mount Hagen,1,2
San Salvador,1,14
Mulqui,1,2
Muqui,1,2
Paris,3,15
Paris,3,15
Chateauneuf-d'Ille-et-Vilaine,3,1
Biarritz,3,4
Garvagh,1,3
Hanover,1,4
Hanover,1,4
Pilpichaca,1,2
Parco,1,14
Maria La Baja,3,4
Arawa,1,2
Arawa,1,2
Kilkis,3,2
Temuco,3,1
Temuco,3,4
Santiago,7,15
Northeast El Salvador,2,4
Peshawar,1,2
San Salvador,1,4
Zaragoza,1,2
Ayacucho,1,3
Huayhuas,1,1
Huancayo,1,14
Belfast,3,6
Espiritu,7,15
Casanarg Intendency,2,4
Boqueron,2,1
San Salvador,3,4
Tinte,2,14
Pampa Cores,2,14
Concord,7,5
Manila,1,3
Medellin,1,2
San Pedro Sula,1,2
Ischccana,1,4
Peshawar,3,19
London,3,1
Villa Madero,3,13
Pamplona,3,3
Santiago,7,15
Tejutla,2,4
La Laguna,2,4
Ischccana,2,14
Manila,1,2
Nablus,1,14
Callao,3,19
Lima,3,18
Santo Domingo,2,4
Pinillos,2,4
Tame,2,4
San Pedro Sula,1,13
Santiago de Pupuja,1,2
Santiago de Pupuja,1,2
Nablus,1,14
Johannesburg,3,19
Pamplona,3,2
Azangaro Province,2,3
Colombo,1,14
Chia,1,2
Yattah,1,14
Gaza,1,14
rangoon,3,1
Red Arch,3,3
West Berlin,3,1
Banadia,3,21
Santiago,2,1
Arauca Intendency,2,4
La Morada,2,4
Lima,2,10
Near Amritsar,2,3
Barcelona,3,1
Cocorna,6,2
San Carlos,6,2
San Francisco,6,2
Popayan,6,8
Popayan,6,2
Popayan,6,2
Jullundur,1,14
Ramin,1,14
Punjab State,2,3
Guragaon,2,3
Medellin,6,1
yangon (rangoon),3,2
Tegucigalpa,3,13
Mecca,3,15
Mecca,3,15
Camoapa,2,19
Kobuan,2,1
Nhamatanda,1,14
kokrajhar district,3,3
Peshawar,3,1
Location unk,3,21
Nyanga,2,14
San Pedro de Chonpampa,2,4
Cardanqui,2,13
Medellin,6,2
Vina Del Mar,1,3
San Pedro Sula,1,2
Nablus,1,14
Maputo,1,14
Maputo,3,14
srinagar,3,14
Santa Cruz,3,15
Arauquita,3,21
Igdir,2,4
LLano Grande,2,14
Aropa Airport,2,1
Sirnak,6,14
Colombo,1,17
Medellin,1,2
LA Ceiba,1,4
San Salvador,3,1
Jerusalem,7,13
Nhamatanda,2,1
Gaza,2,4
Jerusalem,2,2
Srinagar,2,14
Vienna,1,2
Rafah,8,14
Natagaima,3,21
upper Huallaga River,2,4
Andean Foothills,2,4
Zulia State,6,2
Coamo,3,2
Guayama,3,2
Florencia,1,2
Athens,7,1
Belfast,3,3
Belfast,3,3
Belfast,3,1
Santiago,7,15
Kabul,3,1
Tejutla,2,4
El Tamal,2,1
El Tamal,2,2
Lima,3,3
Colombo,1,22
Zaramillo,3,21
El Bagre,3,21
El Bagre,3,21
El Bagre,3,21
Saravena,2,4
Tame,2,4
Sarare,2,4
La Guaria,2,4
Rio Negro,2,4
Chavin,2,14
Dundalk,6,1
Qotraneh,6,14
Yauyos,1,2
Yauyos,1,13
ludhiana,3,1
sinagar,3,14
Lahore,3,19
Mecca,3,15
Lima,1,3
Colombo,3,4
Diyarbakir,3,4
Sanguane,2,14
Cudi Mountain,2,4
Kataragama,3,8
San Salvador,1,2
Ramallah,1,14
Dhaniyachhara,3,11
Mardan,3,19
Nakon Ratchasima,3,2
Korat,3,2
Guatemala City,3,1
Guatemala City,3,16
Lima,2,19
Lima,2,19
Lima,2,19
Lima,2,19
Lima,2,19
Lima,2,19
Lima,2,19
Lima,2,19
Lima,2,19
Madrid,2,4
Pinillos,2,4
Manila,2,19
Colombo,3,3
Jaffna,3,2
Manila,1,3
San Salvador,1,3
Sidon,1,2
Vina del Mar,3,15
Osorno,3,10
Osorno,3,15
Tumaco,3,21
Guatemala City,3,4
Guatemala City,3,1
La Ceiba,3,8
Tegucigalpa,3,8
Tegucigalpa,3,8
Tegucigalpa,3,14
Lima,3,10
Lima,3,2
Kabul,3,14
Tripoli,2,4
Tripoli,2,4
Valparaiso,2,15
Lima,3,3
Lokka,1,14
Pahki,1,14
Notre De Santander Dedt,1,3
srinagar,3,18
Santiago,9,3
Tarma Province,2,1
Jauja Province,2,1
Kangraiyan,2,14
La Lima,1,2
Tambo,1,2
San Salvador,3,8
La Oroya,3,21
La Oroya,3,21
La Oroya,3,21
La Oroya,3,21
Colombo,1,10
Callenueva,1,2
Palestina,1,2
Bellville,3,2
Mitchells Plain,3,3
Mitchells Plain,3,2
Athlone,3,2
Tegucigalpa,3,2
South Lebanon,3,17
Pacaran,2,3
Soweto,1,3
Maceo,1,3
La Oroyo,3,14
La Oroyo,3,1
La Oroyo,3,21
La Oroya,3,19
Carolina,3,4
Carolina,3,1
Kabul,3,1
Istanbul,3,1
Khongolote,2,14
Gaza City,2,2
Orozko,3,3
San Antonio,2,4
Barcelona,1,2
Trincomalee,3,4
Kandy,3,1
Lima,3,1
Lima,3,1
Lima,3,1
Lima,3,1
Lima,3,1
Lima,3,1
Lima,3,14
Lima,3,1
Nhamatsane,2,14
Catembe,2,14
Maputo,2,14
Cukurca,2,2
Elmabahce,2,14
Akduzgun,2,14
Acobamba,3,14
Lima,2,3
Mullaitivu District,2,4
Colombo,3,1
Colombo,3,1
Sukhumi,3,1
Sukhumi,3,8
Vina del Mar,3,3
Santiago,3,14
Kabul,3,14
Chimoio,2,14
Santiago,5,10
Chittagong,2,14
Colombo,1,1
Huamali,1,2
Ressano Garcia,3,21
Johannesburg,3,13
Johannesburg,3,14
Johannesburg,3,1
Johannesburg,2,14
Marseilles,3,2
Bogota,3,1
Guatemala City,3,8
Baghdad,3,7
Chifunde,2,14
Etale,8,3
Santiago,5,10
Vina del Mar,5,10
Khagrachhari,2,4
Medellin,1,2
Soweto,3,19
Soweto,3,19
Johannesburg,3,14
Johannesburg,3,14
Johannesburg,3,19
San Salvador,3,16
Guatemala City,3,8
Bogota,6,1
Uitenhage,1,1
Pilpichaca,1,2
Pilpichaca,1,2
Pilpichaca,1,2
Bilbao,3,3
Gulburnu,3,19
Gulburnu,2,14
Barranca Bermeja,2,3
Yaluca,2,4
Bogota,1,13
Tercer Pueblo,1,2
myawaddy,3,19
Guatemala City,7,2
Tercer Pueblo,3,19
Tercer Pueblo,3,19
Sol de Oro,3,14
Guatemala City,3,1
Guatemala City,3,1
Guatemala City,3,1
Bartam,2,3
Dakshin Kanengdesha,2,3
Manila,1,3
Colombo,1,10
Lusaka,3,22
Belfast,3,2
Lurgan,3,19
Lurgan,3,19
Kilometer 20,3,21
Vistahermosa,3,17
Nongkrating,2,14
Kwamashu,1,3
Guatemala City,1,2
Sidon,1,17
Sidon,1,22
Johannesburg,3,3
Northeastern Province,1,2
Bogota,1,2
Colombo (Pettah area),3,14
Colombo (Borella area),3,14
Colombo,3,3
Navarra (Province),3,3
Azpiroz,3,3
Mantaro Valley,3,21
Mantaro Valley,3,21
Mantaro Valley,3,21
Mantaro Valley,3,21
Mantaro Valley,3,21
Mantaro Valley,3,21
Mantaro Valley,3,21
Mantaro Valley,3,21
Mantaro Valley,3,21
Mantaro Valley,3,21
Mantaro Valley,3,21
Mantaro Valley,3,21
Mantaro Valley,3,21
Mantaro Valley,3,21
Mantaro Valley,3,21
Mantaro Valley,3,21
Mantaro Valley,3,21
Mantaro Valley,3,21
Mantaro Valley,3,21
Mantaro Valley,3,21
Mantaro Valley,3,21
Mantaro Valley,3,21
Mantaro Valley,3,21
Mantaro Valley,3,21
Mantaro Valley,3,21
Mantaro Valley,3,21
Mantaro Valley,3,21
Mantaro Valley,3,21
Mantaro Valley,3,21
Mantaro Valley,3,21
Mantaro Valley,3,21
Mantaro Valley,3,21
Mantaro Valley,3,21
Bayt Yahun,3,4
Usulutan,2,10
Velvettiturai,2,4
Nablus,1,14
Colombo,3,14
Bongaigaon Town,3,14
Bangor,7,1
London,3,1
Nablus,2,4
Johannesburg,1,3
Gaza,8,14
Younis,3,4
Colombo,1,15
London,1,14
Monteria,1,2
Ricran,1,2
Retama,1,3
Colombo,3,1
Santiago,3,1
Lima,3,14
Lima,3,2
Chiriguana,3,1
Ejea de los Caballeros,3,1
Santiago,3,13
sudhapora,3,14
Rawalpindi,3,14
Peshawar,3,14
Arghastan,1,22
Naledi,3,19
"Yau Ma Tei, Kowloon",3,1
Fidel Castro Village,2,14
Bucaramanga,2,1
Kandy District,2,4
Amritsar,1,22
Hargobindpur,1,3
Kurunegala District,1,8
Santiago,1,3
Peshawar,3,1
el-mahmoudiya,7,1
Jandiala County,2,3
Hargobindpur,2,14
Jammu,2,14
Yamunanagar,1,14
Singhbitia,1,2
Colombo,1,1
Belfast,1,15
karnal,3,19
Lyon,7,13
Donostia-San Sebastian,3,14
South Lebanon,3,4
Gujarpur,9,3
Quito,6,1
Quito,6,1
San Salvador,7,19
San Salvador,7,19
San Salvador,7,19
Guatemala City,3,15
Kalkanli,7,8
Outjo,3,7
Onculer,1,13
Guatemala City,3,15
Bentota,2,3
Bogazoren,6,14
Patiali,1,2
Amritsar,1,13
Ahangama,1,3
Kohuwela,1,1
Murcia,1,3
Montillana,1,3
Quinches,1,3
udalgiri,3,3
Rancagua,3,1
Tammun,3,14
Quinches,2,14
Ferozepore District,1,22
Laggala,2,14
Mexico-Guatemala Border,1,3
Athens,1,1
Londonderry,3,1
Guatemala City,3,13
Guatemala City,3,14
Unknown,2,4
Vijaypura,9,3
Assam State,3,3
Amritsar,2,4
Ratmalana,1,10
Embilipitiya,2,14
Nablus,1,14
Gaza,1,14
Kandy town,3,10
Habla,1,14
San Salvador,1,2
Tecpan,3,4
Palampattu,2,4
Thoppur Village,2,4
Ramallah,1,14
Belfast,3,4
Belfast,3,19
Belfast,3,2
Ramallah,2,2
Kozagac,2,3
Antiguo Cuscatlan,3,3
Obuke,2,3
Kohali,2,3
Kwamashu township,1,14
srinigar,3,14
srinigar,1,13
srinigar,3,14
Vizcaya (Province),3,1
Vizcaya (Province),3,1
Santiago,3,10
Santiago,3,22
Santiago,3,2
Siran,2,3
Hakkari,2,14
Bogazoren,2,14
Erzincan,2,3
Santiago,2,3
Unknown,2,4
Pankulam,2,4
Kamisili,6,14
Athlone,3,3
San Francisco,1,2
Rangamati,3,11
khagragachi,3,14
srinigar,7,1
Vina del Mar,3,14
Valparaiso,3,14
Santiago,3,13
San Salvador,3,21
Port-au-Prince,1,14
El Carmen,2,4
Fortul,2,4
El Paraiso,2,4
San Luis de la Reina,2,4
Pacific Highway,2,14
Pacific Highway,2,19
Anantnag Town,3,3
Kobuan,2,2
Mannar,2,4
Mahmoobnagar Dist.,6,13
Kuiripetha,1,2
Patilia,1,3
Bogota,1,2
Bello,1,10
Silca,1,8
kangan,3,14
srinigar,3,15
srinigar,3,19
guwahati,3,1
Trincomalee,3,14
Vavuniya,3,14
Buenos Aires,3,13
Ankara,3,1
Ankara,3,1
Istanbul,3,2
Istanbul,3,2
Istanbul,3,2
Memba,2,4
Marrupa,2,4
Ressano Garcia,2,4
Lislique,2,4
Srinigar,2,3
Welimada,3,2
Srinigar,4,19
Inanda township,1,14
Medellin,1,3
Soacha,1,2
chintpurani,3,19
London,3,14
Armagh,2,3
Amritsar District,2,3
El-Bireh,1,14
Rafah,1,14
Soweto,2,3
Dusibandh,2,3
Davao del Sur Prov.,3,14
Marjayoun,3,4
Fresno,1,14
Badri Kalan,1,14
Pamunugama,1,3
Anuradhapura,1,3
Santiago,3,4
Arauca Department,3,21
Beit Yahoun,3,4
Santiago,2,4
Santiago,3,4
Rumichaca,3,14
Rumichaca,2,14
Sri Lanka,3,4
Fresno,1,14
Srinigar,1,2
Taurapampa,1,14
Karaotlak,1,14
Castlewellan,3,16
Dikenli,2,14
Atkas Village,2,14
San Antonio Bajo,3,3
San Miguel,2,4
Choclococha,6,14
Aktas,6,14
Dilekli,6,14
Uckardesler,6,14
Atlanta,3,12
Lima,3,4
Chiuta,2,4
Delicias de Concepcion,2,4
Osicala,2,4
Mercedes Umana,2,4
Guazapa,2,4
Aguilares,2,4
Potungan,2,14
Katuwana,3,4
Moraketiya,2,4
Ambalangoda,2,1
Matagama,2,3
Gampaha Dist.,2,14
Colombo,1,3
Rathfriland,1,14
Ressano Garcia,3,21
Cape Town,3,1
Belfast,3,6
Istanbul,3,7
Tete,2,4
Luabo,2,14
Santiago,2,1
La Serena,5,10
Acoyapa,2,4
Acoyapa,2,4
Meegahatenna,2,3
Guatemala City,1,1
Cerro de Pasco,1,2
Sidon,1,22
Osorno,3,15
Antioyvia Dept.,1,2
Antioquia Dept,1,2
Bogota,3,2
Bogota,3,2
Bogota,3,10
Bogota,3,10
Aluthgoda,2,1
Cerro de Pasco,6,2
Santa Ana,7,10
Manila,1,4
Tirappane,2,14
Colombo,3,1
Colombo,3,1
Colombo,3,1
Yerevan,3,14
Rionegro,7,1
Huancavelica,3,2
Paramaribo,3,1
Caracas,3,2
Dereler,2,3
Aydogdu,2,19
Erzurum,7,1
Ondarroa,3,3
Santiago,2,2
San Salvador,2,19
Metapan,2,4
Cinquera,2,4
Chincayllapa,2,14
Trincomalee,2,2
Randfontein,3,2
Walasmulla,1,3
Arahuay,1,14
Lanarca,1,2
Pretoria,1,14
Pretoria,1,14
Pretoria,1,14
Medellin,3,1
Pretoria,1,15
Yapraktepe,7,14
Pervari Township,5,9
Machahuay,3,2
Chacca Huanta,3,2
Oddusuddan,2,4
Colombo,1,14
Bishop Lavis,3,2
Bishop Lavis,3,2
Hanover,3,4
Medellin,3,1
Medellin,3,1
Guatemala City,3,21
Lima,3,3
Punjab State,2,19
Agusan del Sur Prov.,2,1
Mullaitivu District,2,4
Massin,6,1
Amritsar,3,19
Panadura,2,14
sundaridia,3,19
Medellin,3,18
Medellin,3,1
Medellin,3,1
Medellin,3,1
Medellin,3,1
Medellin,3,1
Medellin,3,1
Las Hamacas,2,2
Kabarwala,2,19
Bogota,6,2
bairabil,3,19
Manila,1,4
Colombo,1,3
Mitchell's Plain,1,2
Lima,3,1
Lima,3,1
Lima,3,1
Galilee,3,14
Medellin,3,1
Medellin,3,1
Manila,2,4
Cape Town,3,13
Sucre,3,1
Medellin,3,1
Medellin,3,1
Tel Aviv,1,2
Omdurman,2,10
Kiryat Shmona,3,14
Dighinala,3,4
Punewa,2,22
Gremmendorf,1,4
Buenos Aires,1,2
Sanagoran,1,2
Rafah,1,14
Rafah,1,14
Qaffin Village,1,14
Castejon,3,19
Ventanilla,3,1
Mabalane,2,14
Tripoli,2,4
Siirt Province,2,14
Cudi Mountain area,2,4
El Tablon,2,4
"Talanta zone, AITO Huallaga",2,3
Jagtial,3,14
Kamburupitiya,3,4
Mavaddapuram,2,4
Apoera,4,6
Coronie District,4,11
Angunukolapalessa,1,3
Morawaka,1,1
Gamapaha District,1,14
Belfast,1,1
Tembisa,3,14
Tembisa,3,14
Tembisa,3,14
Gamalakke,7,14
Johannesburg,3,14
Kumburupittiya,3,4
Malabe,3,4
Moragollagama,3,19
Bogota,3,10
San Rafael Cedros,3,21
San Rafael Cedros,3,21
San Rafael Cedros,3,21
Ilobasco,3,21
Ilobasco,3,21
Hargeisa,3,4
Kfar Ruppin,2,4
Belfast,2,4
El Triunfo,3,4
El Carbonal,3,4
Kamburupitiya,3,4
Khartoum,1,2
Lae,1,3
Gaza,1,14
Galilee District,1,4
Dhaka,3,3
London,3,1
Sucre,7,10
Monteria,3,6
Medellin,3,1
Medellin,3,1
Barranquilla,3,14
Santa Barbara,1,2
El Ocote,2,4
Bago City,2,1
Lopez,2,4
Kandy,3,3
Kandy,2,3
Kandy District,2,3
Kandy District,2,3
Kandy District,2,3
Kandy District,2,3
Kandy District,2,3
Kandy District,2,3
Santiago,1,13
Pereira,1,3
Elsies River,3,2
Belhar,7,8
Medellin,3,1
Medellin,3,1
Medellin,3,3
Medellin,3,6
Lima,3,1
Medellin,7,6
Bocana de Paiwas,2,14
Bocana de Paiwas,2,14
Paiwitas,2,2
Pavona Abajo,2,4
Waslala,2,4
Kalutara,3,3
Windhoek,1,22
Chittagong,1,22
Ratmalana,1,2
Donostia-San Sebastian,1,1
Medellin,1,4
Bello,1,2
Huancayo Province,1,8
Gaza,1,14
Eerste River,3,2
Faure Station,3,19
Bougainville Island,3,21
Medellin,3,1
Medellin,3,1
Bogota,3,16
San Salvador,3,13
Beirut,3,14
Beirut,3,14
Beirut,3,14
Zarit,2,4
Sesori,2,4
Tejutla,2,4
Jiquilisco,2,4
Carolina,2,4
Gotera,2,4
Osicala,2,4
Unknown,2,4
Unknown,2,4
Chilanga,2,4
Tejutla,2,4
